workgroup,product,servicetype,seriousness2,activity,resource,supportsection,servicelevel,responsiblesection,lifecycle:transition,timestamp,customer,case
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-02-07 09:15:32+00:00,Value 154,Case 370
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-02-25 08:02:25+00:00,Value 154,Case 370
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-02-25 08:06:17+00:00,Value 154,Case 370
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-03-12 08:06:36+00:00,Value 154,Case 370
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-06-21 09:40:06+00:00,Value 61,Case 3700
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-06-21 13:31:55+00:00,Value 61,Case 3700
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-06-26 14:13:09+00:00,Value 61,Case 3700
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-04 09:50:37+00:00,Value 61,Case 3700
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2010-11-23 10:14:17+00:00,Value 220,Case 3701
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-11-23 10:14:44+00:00,Value 220,Case 3701
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-11-23 13:13:52+00:00,Value 220,Case 3701
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-01-06 10:20:45+00:00,Value 220,Case 3701
Value 3,Value 9,Value 2,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2010-04-21 16:26:27+00:00,Value 8,Case 3703
Value 3,Value 9,Value 2,Value 2,Take in charge ticket,Value 16,Value 1,Value 2,Value 1,complete,2010-05-04 13:24:10+00:00,Value 8,Case 3703
Value 3,Value 9,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2010-05-05 16:32:34+00:00,Value 8,Case 3703
Value 3,Value 9,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2010-05-05 16:32:34+00:00,Value 8,Case 3703
Value 3,Value 9,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-06-04 16:32:55+00:00,Value 8,Case 3703
Value 2,Value 1,Value 2,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-10-18 14:05:20+00:00,Value 385,Case 3705
Value 2,Value 1,Value 2,Value 1,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-10-18 14:05:43+00:00,Value 385,Case 3705
Value 2,Value 1,Value 2,Value 1,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2013-10-21 16:09:56+00:00,Value 385,Case 3705
Value 2,Value 1,Value 2,Value 1,Take in charge ticket,Value 16,Value 1,Value 2,Value 1,complete,2013-10-24 15:30:29+00:00,Value 385,Case 3705
Value 2,Value 1,Value 2,Value 1,Wait,Value 12,Value 1,Value 2,Value 1,complete,2013-10-25 14:14:49+00:00,Value 385,Case 3705
Value 2,Value 1,Value 2,Value 1,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2013-11-11 09:04:39+00:00,Value 385,Case 3705
Value 2,Value 1,Value 2,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-11-26 09:04:54+00:00,Value 385,Case 3705
Value 1,Value 3,Value 1,Value 4,Assign seriousness,Value 9,Value 1,Value 3,Value 1,complete,2010-12-27 10:43:45+00:00,Value 143,Case 3706
Value 1,Value 3,Value 1,Value 4,Take in charge ticket,Value 2,Value 1,Value 3,Value 1,complete,2010-12-27 14:59:31+00:00,Value 143,Case 3706
Value 1,Value 3,Value 1,Value 4,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2010-12-27 15:55:56+00:00,Value 143,Case 3706
Value 1,Value 3,Value 1,Value 4,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-01-28 10:50:29+00:00,Value 143,Case 3706
Value 4,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-11 14:28:25+00:00,Value 92,Case 3707
Value 4,Value 3,Value 2,Value 2,Take in charge ticket,Value 17,Value 1,Value 2,Value 1,complete,2012-07-11 14:46:13+00:00,Value 92,Case 3707
Value 4,Value 3,Value 2,Value 2,Resolve ticket,Value 17,Value 1,Value 2,Value 1,complete,2012-07-12 07:12:45+00:00,Value 92,Case 3707
Value 4,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-08 14:30:41+00:00,Value 92,Case 3707
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 18,Value 1,Value 2,Value 1,complete,2013-09-04 10:14:28+00:00,Value 68,Case 3708
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-09-19 07:09:47+00:00,Value 68,Case 3708
Value 1,Value 1,Value 1,Value 1,Wait,Value 2,Value 1,Value 2,Value 1,complete,2013-09-19 08:57:08+00:00,Value 68,Case 3708
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-10-07 13:24:13+00:00,Value 68,Case 3708
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-10-22 13:24:27+00:00,Value 68,Case 3708
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-11-23 08:42:30+00:00,Value 32,Case 3709
Value 1,Value 2,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-11-23 09:47:16+00:00,Value 32,Case 3709
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-11-23 10:03:08+00:00,Value 32,Case 3709
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-24 08:53:24+00:00,Value 32,Case 3709
Value 1,Value 4,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-01-26 10:51:34+00:00,Value 155,Case 371
Value 1,Value 4,Value 1,Value 1,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-01-26 10:51:43+00:00,Value 155,Case 371
Value 1,Value 4,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-01-26 11:56:27+00:00,Value 155,Case 371
Value 1,Value 4,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-14 11:00:40+00:00,Value 155,Case 371
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 3,Value 1,complete,2011-07-11 07:22:13+00:00,Value 138,Case 3711
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 9,Value 1,Value 3,Value 1,complete,2011-07-11 07:22:33+00:00,Value 138,Case 3711
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2011-07-11 07:22:46+00:00,Value 138,Case 3711
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-09-01 07:30:39+00:00,Value 138,Case 3711
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 1,Value 1,complete,2012-04-02 10:21:01+00:00,Value 72,Case 3712
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 1,Value 1,complete,2012-04-03 07:52:30+00:00,Value 72,Case 3712
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 1,Value 1,complete,2012-04-03 07:53:49+00:00,Value 72,Case 3712
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 1,Value 1,complete,2012-05-20 10:30:38+00:00,Value 72,Case 3712
Value 1,Value 5,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2012-05-21 13:58:47+00:00,Value 251,Case 3713
Value 1,Value 5,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-05-25 08:51:17+00:00,Value 251,Case 3713
Value 1,Value 5,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-05-31 09:19:30+00:00,Value 251,Case 3713
Value 1,Value 5,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-06-21 14:00:35+00:00,Value 251,Case 3713
Value 1,Value 2,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-12 14:58:23+00:00,Value 174,Case 3714
Value 1,Value 2,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-12-14 16:21:08+00:00,Value 174,Case 3714
Value 1,Value 2,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-12-14 16:36:24+00:00,Value 174,Case 3714
Value 1,Value 2,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-25 15:01:06+00:00,Value 174,Case 3714
Value 1,Value 14,Value 1,Value 4,Assign seriousness,Value 4,Value 1,Value 3,Value 1,complete,2012-06-28 16:30:30+00:00,Value 138,Case 3715
Value 1,Value 14,Value 1,Value 4,Take in charge ticket,Value 4,Value 1,Value 3,Value 1,complete,2012-06-28 16:30:51+00:00,Value 138,Case 3715
Value 1,Value 14,Value 1,Value 4,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2012-06-29 07:54:27+00:00,Value 138,Case 3715
Value 1,Value 14,Value 1,Value 4,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-08-02 08:14:11+00:00,Value 138,Case 3715
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 7,Value 1,Value 2,Value 1,complete,2010-09-20 15:41:40+00:00,Value 53,Case 3716
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 7,Value 1,Value 2,Value 1,complete,2010-09-20 15:42:53+00:00,Value 53,Case 3716
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 7,Value 1,Value 2,Value 1,complete,2010-09-20 15:43:02+00:00,Value 53,Case 3716
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-10-21 15:50:34+00:00,Value 53,Case 3716
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 8,Value 1,Value 2,Value 1,complete,2011-03-02 14:52:50+00:00,Value 9,Case 3717
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 11,Value 1,Value 2,Value 1,complete,2011-03-02 15:04:57+00:00,Value 9,Case 3717
Value 2,Value 3,Value 2,Value 2,Wait,Value 11,Value 1,Value 2,Value 1,complete,2011-03-02 15:08:02+00:00,Value 9,Case 3717
Value 2,Value 3,Value 2,Value 2,Wait,Value 2,Value 1,Value 2,Value 1,complete,2011-03-15 11:44:13+00:00,Value 9,Case 3717
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-04-13 09:19:02+00:00,Value 9,Case 3717
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-04-13 09:19:25+00:00,Value 9,Case 3717
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-04-28 09:19:33+00:00,Value 9,Case 3717
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2012-01-17 14:20:12+00:00,Value 28,Case 3718
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-01-18 14:35:19+00:00,Value 28,Case 3718
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-01-20 13:59:59+00:00,Value 28,Case 3718
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-01-24 15:59:13+00:00,Value 28,Case 3718
Value 1,Value 1,Value 1,Value 1,Wait,Value 9,Value 1,Value 3,Value 1,complete,2012-01-26 16:07:15+00:00,Value 28,Case 3718
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 3,Value 1,complete,2012-02-08 14:50:41+00:00,Value 28,Case 3718
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-03-09 14:50:57+00:00,Value 28,Case 3718
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-10 09:13:29+00:00,Value 16,Case 3719
Value 1,Value 2,Value 1,Value 1,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-10 09:13:39+00:00,Value 16,Case 3719
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-10 09:57:00+00:00,Value 16,Case 3719
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-10 10:20:28+00:00,Value 16,Case 3719
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2012-05-24 14:08:38+00:00,Value 17,Case 372
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-05-24 15:18:41+00:00,Value 17,Case 372
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-05-25 09:15:20+00:00,Value 17,Case 372
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-06-26 14:10:32+00:00,Value 17,Case 372
Value 4,Value 3,Value 2,Value 2,Assign seriousness,Value 8,Value 1,Value 2,Value 1,complete,2011-04-01 12:09:30+00:00,Value 92,Case 3720
Value 4,Value 3,Value 2,Value 2,Take in charge ticket,Value 16,Value 1,Value 2,Value 1,complete,2011-04-06 13:14:56+00:00,Value 92,Case 3720
Value 4,Value 3,Value 2,Value 2,Resolve ticket,Value 16,Value 1,Value 2,Value 1,complete,2011-04-06 13:17:47+00:00,Value 92,Case 3720
Value 4,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-05-30 12:10:52+00:00,Value 92,Case 3720
Value 1,Value 6,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-06 08:47:17+00:00,Value 227,Case 3721
Value 1,Value 6,Value 1,Value 1,Take in charge ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-10-11 10:30:33+00:00,Value 227,Case 3721
Value 1,Value 6,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-10-24 08:11:13+00:00,Value 227,Case 3721
Value 1,Value 6,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-08 09:50:44+00:00,Value 227,Case 3721
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2011-11-14 10:01:51+00:00,Value 92,Case 3723
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-11-14 13:54:35+00:00,Value 92,Case 3723
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-11-14 14:18:21+00:00,Value 92,Case 3723
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-12 10:10:36+00:00,Value 92,Case 3723
Value 1,Value 3,Value 2,Value 1,Assign seriousness,Value 6,Value 3,Value 2,Value 2,complete,2010-03-12 11:17:34+00:00,Value 9,Case 3724
Value 1,Value 3,Value 2,Value 1,Take in charge ticket,Value 6,Value 3,Value 2,Value 2,complete,2010-03-12 11:18:44+00:00,Value 9,Case 3724
Value 1,Value 3,Value 2,Value 1,Resolve ticket,Value 6,Value 3,Value 2,Value 2,complete,2010-03-12 13:23:50+00:00,Value 9,Case 3724
Value 1,Value 3,Value 2,Value 1,Closed,Value 5,Value 3,Value 2,Value 2,complete,2010-04-14 10:20:27+00:00,Value 9,Case 3724
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2012-01-26 13:07:42+00:00,Value 30,Case 3726
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 3,Value 1,complete,2012-01-30 09:28:47+00:00,Value 30,Case 3726
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2012-01-30 09:31:51+00:00,Value 30,Case 3726
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-03-04 13:10:28+00:00,Value 30,Case 3726
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 3,Value 1,complete,2012-01-03 14:42:41+00:00,Value 28,Case 3727
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 4,Value 1,Value 3,Value 1,complete,2012-01-03 14:43:13+00:00,Value 28,Case 3727
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2012-01-09 13:12:24+00:00,Value 28,Case 3727
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-02-25 14:50:26+00:00,Value 28,Case 3727
Value 1,Value 15,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-16 13:58:26+00:00,Value 156,Case 373
Value 1,Value 15,Value 1,Value 1,Take in charge ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-12-16 13:59:19+00:00,Value 156,Case 373
Value 1,Value 15,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-12-28 16:27:41+00:00,Value 156,Case 373
Value 1,Value 15,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-18 14:00:31+00:00,Value 156,Case 373
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 4,Value 1,Value 3,Value 1,complete,2011-12-07 09:48:27+00:00,Value 186,Case 3730
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 4,Value 1,Value 3,Value 1,complete,2011-12-07 11:05:17+00:00,Value 186,Case 3730
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2011-12-09 08:19:52+00:00,Value 186,Case 3730
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-01-14 09:50:25+00:00,Value 186,Case 3730
Value 1,Value 4,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-05-08 07:08:15+00:00,Value 386,Case 3731
Value 1,Value 4,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-05-08 07:08:23+00:00,Value 386,Case 3731
Value 1,Value 4,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-05-08 08:34:32+00:00,Value 386,Case 3731
Value 1,Value 4,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-06-08 07:10:15+00:00,Value 386,Case 3731
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-13 08:10:55+00:00,Value 88,Case 3732
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-12-13 16:10:33+00:00,Value 88,Case 3732
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-12-22 08:34:17+00:00,Value 88,Case 3732
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-28 08:21:03+00:00,Value 88,Case 3732
Value 1,Value 3,Value 2,Value 2,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2010-09-17 15:42:47+00:00,Value 96,Case 3734
Value 1,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2010-09-20 06:57:27+00:00,Value 96,Case 3734
Value 1,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2010-09-20 07:13:57+00:00,Value 96,Case 3734
Value 1,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-10-31 16:50:28+00:00,Value 96,Case 3734
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 2,Value 5,Value 2,Value 6,complete,2010-03-12 08:25:59+00:00,Value 16,Case 3735
Value 1,Value 3,Value 1,Value 1,Take in charge ticket,Value 2,Value 5,Value 2,Value 6,complete,2010-03-12 08:26:07+00:00,Value 16,Case 3735
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 2,Value 5,Value 2,Value 6,complete,2010-03-16 09:08:06+00:00,Value 16,Case 3735
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 5,Value 2,Value 6,complete,2010-04-29 07:30:27+00:00,Value 16,Case 3735
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-04-13 13:36:05+00:00,Value 231,Case 3737
Value 1,Value 1,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-04-13 13:36:16+00:00,Value 231,Case 3737
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-04-16 13:41:18+00:00,Value 231,Case 3737
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-05-16 13:40:24+00:00,Value 231,Case 3737
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2012-08-02 10:57:15+00:00,Value 45,Case 3738
Value 2,Value 3,Value 2,Value 2,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-08-03 07:28:42+00:00,Value 45,Case 3738
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-08-03 08:14:30+00:00,Value 45,Case 3738
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-02 08:14:47+00:00,Value 45,Case 3738
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2012-12-04 13:37:06+00:00,Value 30,Case 374
Value 1,Value 1,Value 1,Value 2,Take in charge ticket,Value 4,Value 1,Value 3,Value 1,complete,2012-12-06 09:50:44+00:00,Value 30,Case 374
Value 1,Value 1,Value 1,Value 2,Wait,Value 1,Value 1,Value 3,Value 1,complete,2012-12-06 10:52:18+00:00,Value 30,Case 374
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2013-01-11 16:56:00+00:00,Value 30,Case 374
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-01-26 16:56:20+00:00,Value 30,Case 374
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2010-10-05 08:14:59+00:00,Value 53,Case 3740
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-10-05 08:15:20+00:00,Value 53,Case 3740
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-10-06 09:41:54+00:00,Value 53,Case 3740
Value 1,Value 3,Value 1,Value 2,Wait,Value 14,Value 1,Value 2,Value 1,complete,2010-10-08 15:03:16+00:00,Value 53,Case 3740
Value 1,Value 3,Value 1,Value 2,Wait,Value 2,Value 1,Value 2,Value 1,complete,2010-10-12 14:47:51+00:00,Value 53,Case 3740
Value 1,Value 3,Value 1,Value 2,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-10-21 09:00:38+00:00,Value 53,Case 3740
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2010-10-21 09:02:27+00:00,Value 53,Case 3740
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2010-11-05 10:02:41+00:00,Value 53,Case 3740
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-05-03 08:50:16+00:00,Value 88,Case 3741
Value 1,Value 1,Value 1,Value 2,Take in charge ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-05-03 08:50:26+00:00,Value 88,Case 3741
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-05-08 07:40:53+00:00,Value 88,Case 3741
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-07-01 09:01:40+00:00,Value 88,Case 3741
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 4,Value 1,Value 3,Value 1,complete,2013-08-12 08:32:02+00:00,Value 219,Case 3742
Value 1,Value 1,Value 1,Value 2,Take in charge ticket,Value 9,Value 1,Value 3,Value 1,complete,2013-08-23 14:49:31+00:00,Value 219,Case 3742
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2013-09-13 09:20:09+00:00,Value 219,Case 3742
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-09-28 09:20:24+00:00,Value 219,Case 3742
Value 2,Value 3,Value 2,Value 1,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2011-10-18 10:45:08+00:00,Value 179,Case 3743
Value 2,Value 3,Value 2,Value 1,Take in charge ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-10-18 11:06:34+00:00,Value 179,Case 3743
Value 2,Value 3,Value 2,Value 1,Resolve ticket,Value 11,Value 1,Value 2,Value 1,complete,2011-10-18 11:09:04+00:00,Value 179,Case 3743
Value 2,Value 3,Value 2,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-18 11:50:43+00:00,Value 179,Case 3743
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 8,Value 1,Value 2,Value 1,complete,2011-04-20 15:17:50+00:00,Value 16,Case 3744
Value 1,Value 2,Value 1,Value 1,Take in charge ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-04-27 10:27:13+00:00,Value 16,Case 3744
Value 1,Value 2,Value 1,Value 1,Wait,Value 7,Value 1,Value 2,Value 1,complete,2011-04-28 10:35:37+00:00,Value 16,Case 3744
Value 1,Value 2,Value 1,Value 1,Wait,Value 2,Value 1,Value 2,Value 1,complete,2011-04-28 13:15:01+00:00,Value 16,Case 3744
Value 1,Value 2,Value 1,Value 1,Take in charge ticket,Value 7,Value 1,Value 2,Value 1,complete,2011-04-28 16:01:53+00:00,Value 16,Case 3744
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 7,Value 1,Value 2,Value 1,complete,2011-05-04 10:22:25+00:00,Value 16,Case 3744
