workgroup,product,servicetype,seriousness2,activity,resource,supportsection,servicelevel,responsiblesection,lifecycle:transition,timestamp,customer,case
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-08-02 14:52:30+00:00,Value 81,Case 2227
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2012-08-13 12:39:08+00:00,Value 81,Case 2227
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2012-08-13 15:58:53+00:00,Value 81,Case 2227
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-12 15:59:15+00:00,Value 81,Case 2227
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-03-19 10:52:24+00:00,Value 79,Case 2229
Value 1,Value 1,Value 1,Value 1,Wait,Value 1,Value 1,Value 2,Value 1,complete,2013-03-19 10:53:25+00:00,Value 79,Case 2229
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-05-03 07:55:55+00:00,Value 79,Case 2229
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-05-18 07:56:12+00:00,Value 79,Case 2229
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-12-19 08:26:18+00:00,Value 1,Case 2232
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-01-07 11:22:56+00:00,Value 1,Case 2232
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-01-22 11:23:15+00:00,Value 1,Case 2232
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2012-07-30 08:25:51+00:00,Value 177,Case 2237
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2012-07-30 08:26:45+00:00,Value 177,Case 2237
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2012-07-30 08:26:46+00:00,Value 177,Case 2237
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-09-05 08:30:42+00:00,Value 177,Case 2237
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-07-29 13:04:45+00:00,Value 17,Case 2238
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-03 08:39:07+00:00,Value 17,Case 2238
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-03 08:39:07+00:00,Value 17,Case 2238
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-08-31 13:10:25+00:00,Value 17,Case 2238
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-07-21 13:48:19+00:00,Value 117,Case 225
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-07-22 13:05:46+00:00,Value 117,Case 225
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-09-07 13:50:31+00:00,Value 117,Case 225
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-27 13:18:51+00:00,Value 81,Case 2250
Value 1,Value 1,Value 1,Value 1,Wait,Value 13,Value 1,Value 2,Value 1,complete,2012-08-13 12:42:53+00:00,Value 81,Case 2250
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-08-27 08:37:11+00:00,Value 81,Case 2250
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2012-09-11 08:37:22+00:00,Value 81,Case 2250
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 3,Value 1,complete,2012-08-08 08:14:19+00:00,Value 41,Case 2256
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 3,Value 1,complete,2012-08-08 08:14:40+00:00,Value 41,Case 2256
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-09-15 08:20:30+00:00,Value 41,Case 2256
Value 1,Value 12,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2011-10-10 13:39:46+00:00,Value 197,Case 2270
Value 1,Value 12,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2011-10-10 14:07:47+00:00,Value 197,Case 2270
Value 1,Value 12,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-11-17 14:40:35+00:00,Value 197,Case 2270
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 3,Value 1,complete,2012-06-13 12:15:11+00:00,Value 41,Case 2276
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2012-06-13 12:16:22+00:00,Value 41,Case 2276
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-08-04 12:20:57+00:00,Value 41,Case 2276
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-09-27 13:05:25+00:00,Value 261,Case 2278
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-09-28 15:27:46+00:00,Value 261,Case 2278
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-09-28 15:28:18+00:00,Value 261,Case 2278
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-10-28 13:10:38+00:00,Value 261,Case 2278
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2011-11-23 09:44:28+00:00,Value 119,Case 229
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2011-11-23 11:21:30+00:00,Value 119,Case 229
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-01-15 09:50:48+00:00,Value 119,Case 229
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-26 12:10:25+00:00,Value 92,Case 2347
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2012-07-26 12:36:50+00:00,Value 92,Case 2347
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-08 12:20:34+00:00,Value 92,Case 2347
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 3,Value 1,complete,2011-07-25 13:48:43+00:00,Value 197,Case 2351
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 3,Value 1,complete,2011-07-25 15:44:40+00:00,Value 197,Case 2351
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2011-09-01 13:50:52+00:00,Value 197,Case 2351
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-03-14 15:47:10+00:00,Value 92,Case 2357
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-03-14 16:36:06+00:00,Value 92,Case 2357
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-04-27 14:50:21+00:00,Value 92,Case 2357
Value 2,Value 1,Value 2,Value 1,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-05-03 09:48:23+00:00,Value 18,Case 2381
Value 2,Value 1,Value 2,Value 1,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2013-05-20 08:22:15+00:00,Value 18,Case 2381
Value 2,Value 1,Value 2,Value 1,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2013-05-20 08:22:17+00:00,Value 18,Case 2381
Value 2,Value 1,Value 2,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-05-21 06:56:12+00:00,Value 18,Case 2381
Value 2,Value 1,Value 2,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-05-21 06:56:13+00:00,Value 18,Case 2381
Value 2,Value 1,Value 2,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-06-05 06:56:29+00:00,Value 18,Case 2381
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-09-19 09:38:34+00:00,Value 247,Case 2406
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-09-19 14:00:25+00:00,Value 247,Case 2406
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-10-20 09:40:41+00:00,Value 247,Case 2406
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-03-19 15:20:19+00:00,Value 17,Case 2409
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-03-19 15:53:17+00:00,Value 17,Case 2409
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2012-03-19 15:53:18+00:00,Value 17,Case 2409
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-04-19 14:30:30+00:00,Value 17,Case 2409
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-11-16 11:22:44+00:00,Value 253,Case 2433
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-11-16 11:24:12+00:00,Value 253,Case 2433
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-17 11:30:44+00:00,Value 253,Case 2433
Value 2,Value 3,Value 2,Value 4,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2012-06-25 09:13:24+00:00,Value 151,Case 2479
Value 2,Value 3,Value 2,Value 4,Resolve ticket,Value 12,Value 1,Value 2,Value 1,complete,2012-06-25 09:36:27+00:00,Value 151,Case 2479
Value 2,Value 3,Value 2,Value 4,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-07-28 09:20:37+00:00,Value 151,Case 2479
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2011-11-08 13:32:15+00:00,Value 9,Case 248
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-11-09 08:39:45+00:00,Value 9,Case 248
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-11-09 08:39:46+00:00,Value 9,Case 248
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-22 13:41:13+00:00,Value 9,Case 248
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-11-03 13:13:40+00:00,Value 18,Case 2509
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-11-03 16:06:53+00:00,Value 18,Case 2509
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-06 13:20:58+00:00,Value 18,Case 2509
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-07 08:38:22+00:00,Value 174,Case 2523
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-10-11 15:19:02+00:00,Value 174,Case 2523
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-10-11 15:23:56+00:00,Value 174,Case 2523
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-09 09:40:35+00:00,Value 174,Case 2523
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-27 15:54:21+00:00,Value 92,Case 2525
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-27 15:54:39+00:00,Value 92,Case 2525
Value 2,Value 3,Value 2,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-27 15:54:40+00:00,Value 92,Case 2525
Value 2,Value 3,Value 2,Value 2,Resolve ticket,Value 6,Value 1,Value 2,Value 1,complete,2011-12-28 08:02:40+00:00,Value 92,Case 2525
Value 2,Value 3,Value 2,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-09 16:00:41+00:00,Value 92,Case 2525
Value 1,Value 2,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-06-28 09:55:57+00:00,Value 33,Case 2579
Value 1,Value 2,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-06-28 10:50:50+00:00,Value 33,Case 2579
Value 1,Value 2,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-08-11 10:00:20+00:00,Value 33,Case 2579
Value 1,Value 4,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-03-29 16:32:54+00:00,Value 118,Case 2593
Value 1,Value 4,Value 1,Value 1,Require upgrade,Value 1,Value 1,Value 2,Value 1,complete,2013-04-16 15:33:10+00:00,Value 118,Case 2593
Value 1,Value 4,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-04-16 15:44:17+00:00,Value 118,Case 2593
Value 1,Value 4,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-05-01 15:44:36+00:00,Value 118,Case 2593
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-04-17 07:29:31+00:00,Value 316,Case 2616
Value 1,Value 1,Value 1,Value 1,Wait,Value 1,Value 1,Value 2,Value 1,complete,2013-04-29 08:15:52+00:00,Value 316,Case 2616
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2013-05-03 10:17:48+00:00,Value 316,Case 2616
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-05-18 10:18:02+00:00,Value 316,Case 2616
Value 1,Value 11,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-02-20 10:03:08+00:00,Value 74,Case 2642
Value 1,Value 11,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-02-20 10:32:31+00:00,Value 74,Case 2642
Value 1,Value 11,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-03-22 10:10:55+00:00,Value 74,Case 2642
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2013-01-08 11:47:57+00:00,Value 187,Case 2643
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 3,Value 1,complete,2013-01-24 13:29:03+00:00,Value 187,Case 2643
Value 1,Value 1,Value 1,Value 2,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-02-08 13:29:19+00:00,Value 187,Case 2643
Value 1,Value 1,Value 1,Value 2,Assign seriousness,Value 13,Value 1,Value 1,Value 1,complete,2012-06-18 10:49:00+00:00,Value 27,Case 266
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2012-06-20 07:11:19+00:00,Value 27,Case 266
Value 1,Value 1,Value 1,Value 2,Resolve ticket,Value 1,Value 1,Value 1,Value 1,complete,2012-06-20 07:11:20+00:00,Value 27,Case 266
Value 1,Value 1,Value 1,Value 2,Closed,Value 5,Value 1,Value 1,Value 1,complete,2012-07-31 10:50:36+00:00,Value 27,Case 266
Value 1,Value 8,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-11-15 08:54:38+00:00,Value 51,Case 2661
Value 1,Value 8,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-11-16 10:40:12+00:00,Value 51,Case 2661
Value 1,Value 8,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-11-16 10:40:21+00:00,Value 51,Case 2661
Value 1,Value 8,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-11-16 10:40:22+00:00,Value 51,Case 2661
Value 1,Value 8,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-31 09:00:17+00:00,Value 51,Case 2661
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 1,Value 1,complete,2012-05-14 08:35:51+00:00,Value 353,Case 2677
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 1,Value 1,complete,2012-05-14 08:36:07+00:00,Value 353,Case 2677
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 1,Value 1,complete,2012-06-26 08:40:32+00:00,Value 353,Case 2677
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2012-01-05 11:12:59+00:00,Value 22,Case 2740
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2012-01-05 11:13:25+00:00,Value 22,Case 2740
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-02-22 11:20:48+00:00,Value 22,Case 2740
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-07-17 15:19:30+00:00,Value 16,Case 2752
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-07-17 15:20:44+00:00,Value 16,Case 2752
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-09-01 15:20:26+00:00,Value 16,Case 2752
Value 1,Value 8,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-22 08:46:29+00:00,Value 51,Case 2760
Value 1,Value 8,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-12-22 11:00:05+00:00,Value 51,Case 2760
Value 1,Value 8,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-24 08:50:22+00:00,Value 51,Case 2760
Value 1,Value 12,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-10 15:58:35+00:00,Value 3,Case 2763
Value 1,Value 12,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-10-11 15:36:01+00:00,Value 3,Case 2763
Value 1,Value 12,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-10-11 15:36:01+00:00,Value 3,Case 2763
Value 1,Value 12,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-25 17:00:23+00:00,Value 3,Case 2763
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 12,Value 1,Value 2,Value 1,complete,2011-09-06 15:37:58+00:00,Value 21,Case 2775
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-09-08 08:00:35+00:00,Value 21,Case 2775
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-09-08 08:01:00+00:00,Value 21,Case 2775
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-10-20 15:41:37+00:00,Value 21,Case 2775
Value 1,Value 6,Value 1,Value 1,Assign seriousness,Value 2,Value 1,Value 2,Value 1,complete,2011-11-21 15:36:29+00:00,Value 224,Case 2780
Value 1,Value 6,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2011-11-21 15:56:42+00:00,Value 224,Case 2780
Value 1,Value 6,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-12-22 15:40:14+00:00,Value 224,Case 2780
Value 1,Value 3,Value 2,Value 4,Assign seriousness,Value 4,Value 1,Value 2,Value 1,complete,2011-10-07 09:50:02+00:00,Value 130,Case 279
Value 1,Value 3,Value 2,Value 4,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2011-10-07 09:50:33+00:00,Value 130,Case 279
Value 1,Value 3,Value 2,Value 4,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-26 11:00:49+00:00,Value 130,Case 279
Value 1,Value 5,Value 1,Value 1,Assign seriousness,Value 14,Value 1,Value 2,Value 1,complete,2013-04-23 10:12:28+00:00,Value 164,Case 2849
Value 1,Value 5,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-05-09 08:47:24+00:00,Value 164,Case 2849
Value 1,Value 5,Value 1,Value 1,Resolve ticket,Value 2,Value 1,Value 2,Value 1,complete,2013-05-09 08:47:25+00:00,Value 164,Case 2849
Value 1,Value 5,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-05-24 08:47:41+00:00,Value 164,Case 2849
Value 1,Value 2,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-12-27 16:58:57+00:00,Value 22,Case 2852
Value 1,Value 2,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-12-29 16:13:14+00:00,Value 22,Case 2852
Value 1,Value 2,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-27 17:00:47+00:00,Value 22,Case 2852
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2011-07-14 10:42:00+00:00,Value 88,Case 2868
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2011-07-14 12:23:47+00:00,Value 88,Case 2868
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-08-16 10:50:29+00:00,Value 88,Case 2868
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 3,Value 1,complete,2013-04-17 15:36:46+00:00,Value 13,Case 2881
Value 1,Value 1,Value 1,Value 1,Require upgrade,Value 4,Value 1,Value 3,Value 1,complete,2013-04-24 14:30:41+00:00,Value 13,Case 2881
Value 1,Value 1,Value 1,Value 1,Require upgrade,Value 4,Value 1,Value 3,Value 1,complete,2013-04-24 14:30:41+00:00,Value 13,Case 2881
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 3,Value 1,complete,2013-05-31 13:26:54+00:00,Value 13,Case 2881
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 3,Value 1,complete,2013-06-15 13:27:14+00:00,Value 13,Case 2881
Value 1,Value 3,Value 3,Value 1,Assign seriousness,Value 4,Value 1,Value 3,Value 1,complete,2012-02-14 11:05:29+00:00,Value 41,Case 290
Value 1,Value 3,Value 3,Value 1,Wait,Value 4,Value 1,Value 3,Value 1,complete,2012-02-15 09:20:13+00:00,Value 41,Case 290
Value 1,Value 3,Value 3,Value 1,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2012-02-29 15:31:24+00:00,Value 41,Case 290
Value 1,Value 3,Value 3,Value 1,Resolve ticket,Value 1,Value 1,Value 3,Value 1,complete,2012-02-29 15:31:28+00:00,Value 41,Case 290
Value 1,Value 3,Value 3,Value 1,Closed,Value 5,Value 1,Value 3,Value 1,complete,2012-04-04 07:30:48+00:00,Value 41,Case 290
Value 1,Value 3,Value 1,Value 2,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-11-08 09:42:07+00:00,Value 17,Case 2912
Value 1,Value 3,Value 1,Value 2,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-11-08 09:44:33+00:00,Value 17,Case 2912
Value 1,Value 3,Value 1,Value 2,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-01-06 09:50:44+00:00,Value 17,Case 2912
Value 1,Value 6,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2012-06-12 13:51:48+00:00,Value 17,Case 2914
Value 1,Value 6,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2012-06-12 14:01:27+00:00,Value 17,Case 2914
Value 1,Value 6,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-07-13 14:00:37+00:00,Value 17,Case 2914
Value 1,Value 4,Value 1,Value 1,Assign seriousness,Value 13,Value 1,Value 2,Value 1,complete,2012-03-01 15:25:44+00:00,Value 11,Case 2919
Value 1,Value 4,Value 1,Value 1,Resolve ticket,Value 13,Value 1,Value 2,Value 1,complete,2012-03-01 15:26:12+00:00,Value 11,Case 2919
Value 1,Value 4,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2012-04-03 14:30:27+00:00,Value 11,Case 2919
Value 1,Value 3,Value 1,Value 1,Assign seriousness,Value 9,Value 1,Value 2,Value 1,complete,2011-08-16 12:26:37+00:00,Value 18,Case 2945
Value 1,Value 3,Value 1,Value 1,Wait,Value 9,Value 1,Value 2,Value 1,complete,2011-08-16 13:12:48+00:00,Value 18,Case 2945
Value 1,Value 3,Value 1,Value 1,Resolve ticket,Value 9,Value 1,Value 2,Value 1,complete,2011-08-16 13:18:45+00:00,Value 18,Case 2945
Value 1,Value 3,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-10-01 12:30:40+00:00,Value 18,Case 2945
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2011-10-14 14:25:03+00:00,Value 18,Case 2947
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-14 15:19:23+00:00,Value 18,Case 2947
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 1,Value 1,Value 2,Value 1,complete,2011-10-14 15:31:15+00:00,Value 18,Case 2947
Value 1,Value 1,Value 1,Value 1,Closed,Value 5,Value 1,Value 2,Value 1,complete,2011-11-16 15:30:22+00:00,Value 18,Case 2947
Value 1,Value 1,Value 1,Value 1,Assign seriousness,Value 1,Value 1,Value 2,Value 1,complete,2013-01-28 17:00:24+00:00,Value 22,Case 2956
Value 1,Value 1,Value 1,Value 1,Wait,Value 1,Value 1,Value 2,Value 1,complete,2013-02-12 16:54:21+00:00,Value 22,Case 2956
Value 1,Value 1,Value 1,Value 1,Resolve ticket,Value 4,Value 1,Value 2,Value 1,complete,2013-02-13 13:57:39+00:00,Value 22,Case 2956
Value 1,Value 1,Value 1,Value 1,Closed,Value 3,Value 1,Value 2,Value 1,complete,2013-02-28 13:57:51+00:00,Value 22,Case 2956
